complaintID,complaintTitle,complaintDescription,complaintCategory,Rating
842,Incomplete delivery,I received only part of my order in the delivery.,delivery,5
843,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,2
844,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,2
845,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,1
846,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,3
847,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,4
848,Feedback on products,I have feedback and suggestions regarding the products offered.,other,5
849,Late billing statement,"I received my billing statement late, causing confusion.",billing,4
850,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
851,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,2
852,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,1
853,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,3
854,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,5
855,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,1
856,Complaint not listed,My complaint does not fit into any of the listed categories.,other,4
857,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,1
858,Incorrect delivery address,The delivery was made to the wrong address.,delivery,4
859,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,1
860,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,5
861,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,1
862,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,4
